source_full	source_current	source_context	source_tagged	gold_target_full	gold_target_current	gold_target_context	gold_target_tagged	generated_target_full	generated_target_current	generated_target_context
I just don't want those charred bones I saw to be disappointed in me! I... I know what I have to do now! And this is the job we chose. Help me! Put on your hood. As far forward as you can... So that your face is hidden from it.<brk> I don't think it will kill us until it knows who we are!	I don't think it will kill us until it knows who we are!	I just don't want those charred bones I saw to be disappointed in me! I... I know what I have to do now! And this is the job we chose. Help me! Put on your hood. As far forward as you can... So that your face is hidden from it.	I don't think it will kill us until <p>it</p> knows who we are!	Tant qu'il ne sait pas qui on est, il ne devrait pas nous tuer !	Tant qu'il ne sait pas qui on est, il ne devrait pas nous tuer !	C'est juste que je ne veux pas décevoir mes camarades... dont il ne reste qu'un tas d'os calcinés. Je sais comment agir maintenant ! C'est le travail qu'on a choisi ! Alors, enfonçons bien nos capuches !  Il  ne doit pas voir nos visages !	Tant qu'<p>il</p> ne sait pas qui on est, il ne devrait pas nous tuer !	Je ne pense pas qu'il nous tuera tant qu'il ne saura pas qui nous sommes!	Je ne pense pas qu'il nous tuera tant qu'il ne saura pas qui nous sommes!	
Although that one there is not bad. That's not an Elf maid. That's funny. This is Orcrist, the Goblin-cleaver. A famous blade... forged by the High Elves of the West, my kin.<brk> May it serve you well.	May it serve you well.	Although that one there is not bad. That's not an Elf maid. That's funny. This is Orcrist, the Goblin-cleaver. A famous blade... forged by the High Elves of the West, my kin.	May <p>it</p> serve you well.	Puisse-t-elle bien vous servir.	Puisse-t-elle bien vous servir.	Mais celle-là n'est pas mal. Ce n'est pas une bonne. C'est drôle. C'est Orcrist, le Fendoir à Gobelins. Une  Lame  renommée, forgée par les Hauts Elfes de l'Ouest. Mon clan.	Puisse-t-<p>elle</p> bien vous servir.	Qu'elle vous serve bien.	Qu'elle vous serve bien.	
What if something attacks me? Well, you'll just have to be faster than one of us. That creature just got a hell of a lot harder to find. What is this place? Must be some kind of temporal junction.<brk> String theory has always predicted they exist.	String theory has always predicted they exist.	What if something attacks me? Well, you'll just have to be faster than one of us. That creature just got a hell of a lot harder to find. What is this place? Must be some kind of temporal junction.	String theory has always predicted <p>they</p> exist.	La théorie a toujours prédit qu'elles existent.	La théorie a toujours prédit qu'elles existent.	Et si quelque chose m'attaque ? Tu devras être plus rapide que l'un de nous. La créature vient de devenir bien plus difficile à trouver. C'est quoi cet endroit ? Ça doit être une sorte de  jonction  temporelle.	La théorie a toujours prédit qu'<p>elles</p> existent.	La théorie des cordes a toujours prévu qu'elles existent.	La théorie des cordes a toujours prévu qu'elles existent.	
Now's a good time to set some ground rules about coming and going. Oh, you know what? That reminds me. Has somebody removed a box of vintage pornography? I had been looking after it, you see.<brk> And then I just came in, it just wasn't there no more.	And then I just came in, it just wasn't there no more.	Now's a good time to set some ground rules about coming and going. Oh, you know what? That reminds me. Has somebody removed a box of vintage pornography? I had been looking after it, you see.	And then I just came in, <p>it</p> just wasn't there no more.	Et là je regardé...j'étais venu, et elle...elle n'était plus là, tu saisis ?	Et là je regardé...j'étais venu, et elle...elle n'était plus là, tu saisis ?	C'est le moment d'établir quelques règles à propos de tes allées et venues. Oh, tu sais quoi ? Ça me fait penser Quelqu'un a pris la  boîte  de pornographie vintage ? J'ai cherché un moment, tu vois.	Et là je regardé...j'étais venu, et <p>elle</p>...elle n'était plus là, tu saisis ?	Et puis je viens d'entrer, elle n'était juste plus là.	Et puis je viens d'entrer, elle n'était juste plus là.	
There has got to be something that we can do. This is an Oval Office nightmare now. What do the Russians want with L.A.'s nuclear detection system? The Cold War's heating up. Friend or foe, nations collect intel on each other.<brk> Never know when they'll need or use it.	Never know when they'll need or use it.	There has got to be something that we can do. This is an Oval Office nightmare now. What do the Russians want with L.A.'s nuclear detection system? The Cold War's heating up. Friend or foe, nations collect intel on each other.	Never know when <p>they</p>'ll need or use it.	Sans savoir quand elles en auront besoin ou quand elles les utiliseront.	Sans savoir quand elles en auront besoin ou quand elles les utiliseront.	Il doit y avoir quelque chose qu'on puisse faire. C'est un cauchemar pour le Bureau Ovale maintenant. Qu'est-ce que les Russes veulent faire avec le système de détection nucléaire de L.A ? La Guerre Froide se réchauffe. Les  nations  amies et ennemies collectent des infos sur elles	Sans savoir quand <p>elles</p> en auront besoin ou quand elles les utiliseront.	Ne jamais savoir quand ils en auront besoin ou quand ils l'utiliseront.	Ne jamais savoir quand ils en auront besoin ou quand ils l'utiliseront.	
And that's what happened. What does women's lib mean to you? I think they have a lot of good points. Extremely fine points. The abortion laws are ridiculous. The fact that, uh, unequal pay... that's ridiculous. - They're not after your job?<brk> - No, I don't think so. I don't think they can do my job.	- No, I don't think so. I don't think they can do my job.	And that's what happened. What does women's lib mean to you? I think they have a lot of good points. Extremely fine points. The abortion laws are ridiculous. The fact that, uh, unequal pay... that's ridiculous. - They're not after your job?	- No, I don't think so. I don't think <p>they</p> can do my job.	Non, je ne pense pas qu'elles puissent faire mon job.	Non, je ne pense pas qu'elles puissent faire mon job.	C'est ce qui est arrivé. C'est quoi la libération des  femmes , pour vous ? Elles ont raison sur pas mal de choses. Surtout sur la question de l'avortement, où les lois sont ridicules, et sur l'inégalité des salaires. Elles en ont après votre boulot ?	Non, je ne pense pas qu'<p>elles</p> puissent faire mon job.	- Non, je ne crois pas, elles ne peuvent pas faire mon travail.	- Non, je ne crois pas, elles ne peuvent pas faire mon travail.	
Keep it under your bed. 'That's 11 now dead on the Shetland Island of Fetlar.' We need a sample of the vaccine. There's a man in Sheffield, a scientist called Donaldson, get it to him. It's me. The manuscript exists.<brk> The boy knows where it is.	The boy knows where it is.	Keep it under your bed. 'That's 11 now dead on the Shetland Island of Fetlar.' We need a sample of the vaccine. There's a man in Sheffield, a scientist called Donaldson, get it to him. It's me. The manuscript exists.	The boy knows where <p>it</p> is.	Le garçon sait où il est.	Le garçon sait où il est.	Gardes le sous ton lit. 'Il y a 11 morts actuellement à Fetlar des archipels de Shetland.' On a besoin d'un échantillon du vaccin Il y a un homme à Sheffield un scientifique appelé Donaldson amenez le lui C'est moi. Le  manuscrit  existe.	Le garçon sait où <p>il</p> est.	Le garçon sait où il est.	Le garçon sait où il est.	
She knew about the tunnels. The King used them to bring his companions in and out of the palace. Seems I'm not the only one who grew tired of his partnership with you. All right, Your Majesty. You're going to help me find the Knave's heart.<brk> I didn't know it was missing.	I didn't know it was missing.	She knew about the tunnels. The King used them to bring his companions in and out of the palace. Seems I'm not the only one who grew tired of his partnership with you. All right, Your Majesty. You're going to help me find the Knave's heart.	I didn't know <p>it</p> was missing.	Je ne savais pas qu'il avait disparu.	Je ne savais pas qu'il avait disparu.	Elle savait pour les tunnels. Le Roi s'en servait pour faire entrer et sortir ses compagnons. On dirait que je ne suis pas le seul à me lasser d'un partenariat avec vous. D'accord, Votre Majesté. Vous allez m'aider à trouver le  cœur  du Valet.	Je ne savais pas qu'<p>il</p> avait disparu.	Je ne savais pas qu'il avait disparu.	Je ne savais pas qu'il avait disparu.	
Of course, you'll have noticed the money. The Sultanis - a base currency... ..for the heathen ruler of the east. You see, this is how I allow my soldiers to prove their loyalty to me. I toss these Sultanis on the ground before them. And, do you know, the coins are never, ever touched?<brk> It's just they've fallen quite randomly, you'd really notice if one was gone?	It's just they've fallen quite randomly, you'd really notice if one was gone?	Of course, you'll have noticed the money. The Sultanis - a base currency... ..for the heathen ruler of the east. You see, this is how I allow my soldiers to prove their loyalty to me. I toss these Sultanis on the ground before them. And, do you know, the coins are never, ever touched?	It's just <p>they</p>'ve fallen quite randomly, you'd really notice if one was gone?	C'est juste qu'elles tombent tout à fait aléatoirement, vous remarqueriez réellement, s'il en manquait une ?	C'est juste qu'elles tombent tout à fait aléatoirement, vous remarqueriez réellement, s'il en manquait une ?	Bien sur, vous aurez remarqué la monnaie. Le sultanis - une monnaie de base... pour le chef païen de l'est. Vous voyez, c'est ainsi que je teste mes soldats pour qu'ils me prouvent leur loyauté. Je jette ces sultanis sur le sol à leur pieds. Et, savez vous, les  pièces  ne sont jamais, jamais touchées ?	C'est juste qu'<p>elles</p> tombent tout à fait aléatoirement, vous remarqueriez réellement, s'il en manquait une ?	C'est juste qu'elles sont tombées au hasard, vous remarqueriez si l'une d'elles n'était plus?	C'est juste qu'elles sont tombées au hasard, vous remarqueriez si l'une d'elles n'était plus?	
It's the in-betweens that are a problem. Right, exactly. Yeah, women under 18 and over 40 are the best at relationships, - 'cause the young ones... - True.<brk> ...they can still maintain enough insecurity to be vulnerable, which is attractive.	...they can still maintain enough insecurity to be vulnerable, which is attractive.	It's the in-betweens that are a problem. Right, exactly. Yeah, women under 18 and over 40 are the best at relationships, - 'cause the young ones... - True.	...<p>they</p> can still maintain enough insecurity to be vulnerable, which is attractive.	Elles peuvent toujours maintenir assez d'insécurité pour être vulnérables ce qui est attirant.	Elles peuvent toujours maintenir assez d'insécurité pour être vulnérables ce qui est attirant.	C'est dans l'entre-deux qu'il y a un problème. C'est ça, exactement. Les  femmes  en dessous de 18 ans et au dessus de 40 sont les meilleures dans les relations -parc e que les plus jeunes ... -Vrai.	<p>Elles</p> peuvent toujours maintenir assez d'insécurité pour être vulnérables ce qui est attirant.	...elles peuvent maintenir assez d'insécurité pour être vulnérables, ce qui est attirant.	...elles peuvent maintenir assez d'insécurité pour être vulnérables, ce qui est attirant.	
